"","word","freq"
"20","<U+79C1><U+305F><U+3061><U+306E><U+304A><U+90E8><U+5C4B><U+306F><U+3001><U+4ECA><U+6700><U+3082>ny<U+3067><U+30AA><U+30B7><U+30E3><U+30EC><U+30B9><U+30DD><U+30C3><U+30C8><U+3067><U+3042><U+308B>brooklyn<U+306B><U+3042><U+308A><U+307E><U+3059><U+3002><U+6700><U+5BC4><U+99C5><U+306E>l<U+30E9><U+30A4><U+30F3><U+306E>morgan<U+99C5><U+304B><U+3089><U+5F92><U+6B69><U+5206><U+307B><U+3069><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002><U+5927><U+304D><U+306A><U+30A2><U+30D1><U+30FC><U+30C8><U+306E><U+968E><U+306B><U+79C1><U+305F><U+3061><U+306E><U+90E8><U+5C4B><U+306F><U+3042><U+308A><U+307E><U+3059><U+3002><U+30A2><U+30D1><U+30FC><U+30C8><U+306E><U+968E><U+306F><U+3001><U+30B7><U+30E7><U+30C3><U+30D4><U+30F3><U+30B0><U+30E2><U+30FC><U+30EB><U+306B><U+306A><U+3063><U+3066><U+3044><U+3066><U+3001><U+30AB><U+30D5><U+30A7><U+3084><U+30B3><U+30F3><U+30D3><U+30CB><U+3001><U+90F5><U+4FBF><U+5C40><U+306A><U+3069><U+304C><U+3042><U+308A><U+307E><U+3059><U+3002><U+79C1><U+305F><U+3061><U+306E><U+90E8><U+5C4B><U+306F><U+3001><U+5927><U+304D><U+306A><U+7A7A><U+9593><U+306E><U+4E2D><U+306B><U+307E><U+305F><U+90E8><U+5C4B><U+304C><U+90E8><U+5C4B><U+3042><U+308A><U+3001><U+305D><U+306E><U+3046><U+3061><U+306E><U+4E00><U+90E8><U+5C4B><U+304C><U+3042><U+306A><U+305F><U+306E><U+30D9><U+30C3><U+30C9><U+30EB><U+30FC><U+30E0><U+306B><U+306A><U+308A><U+307E><U+3059><U+3002><U+305D><U+308C><U+305E><U+308C><U+306E><U+90E8><U+5C4B><U+304C><U+30D7><U+30E9><U+30A4><U+30D0><U+30B7><U+30FC><U+3082><U+5B88><U+308C><U+308B><U+7A7A><U+9593><U+306B><U+306A><U+3063><U+3066><U+3044><U+307E><U+3059><U+306E><U+3067><U+3001><U+5973><U+6027><U+3067><U+3082><U+5B89><U+5FC3><U+3057><U+3066><U+904E><U+3054><U+3057><U+3066><U+3044><U+305F><U+3060><U+3051><U+307E><U+3059><U+3002><U+307E><U+305F><U+79C1><U+305F><U+3061><U+3082><U+540C><U+3058><U+90E8><U+5C4B><U+306E><U+4E00><U+5BA4><U+306B><U+4F4F><U+3093><U+3067><U+3044><U+308B><U+306E><U+3067><U+3001><U+306A><U+306B><U+304B><U+3042><U+308C><U+3070><U+3044><U+3064><U+3067><U+3082><U+304A><U+624B><U+4F1D><U+3044><U+3057><U+307E><U+3059><U+3002><U+30D9><U+30C3><U+30C9><U+306F><U+30AF><U+30A4><U+30FC><U+30F3><U+30B5><U+30A4><U+30BA><U+3067><U+3001><U+30AB><U+30C3><U+30D7><U+30EB><U+3067><U+3082><U+5341><U+5206><U+306A><U+30B5><U+30A4><U+30BA><U+3060><U+3068><U+601D><U+3044><U+307E><U+3059><U+3002><U+5927><U+304D><U+306A><U+30EA><U+30D3><U+30F3><U+30B0><U+30EB><U+30FC><U+30E0><U+304C><U+3042><U+308A><U+3001><U+58C1><U+306B><U+306F><U+4EE5><U+524D><U+6CCA><U+307E><U+3063><U+3066><U+304F><U+3060><U+3055><U+3063><U+305F><U+30A2><U+30FC><U+30C6><U+30A3><U+30B9><U+30C8><U+306E><U+4F5C><U+54C1><U+304C><U+5C55><U+793A><U+3057><U+3066><U+3042><U+308A><U+307E><U+3059><U+3002><U+30AD><U+30C3><U+30C1><U+30F3><U+3082><U+5171><U+540C><U+3067><U+4F7F><U+3063><U+3066><U+3044><U+305F><U+3060><U+3051><U+308B><U+8ABF><U+7406><U+5668><U+5177><U+3084><U+98DF><U+5668><U+3001><U+8ABF><U+5473><U+6599><U+307E><U+3067><U+3054><U+7528><U+610F><U+3057><U+3066><U+304A><U+308A><U+307E><U+3059><U+3002><U+30D0><U+30B9><U+30EB><U+30FC><U+30E0><U+3082><U+7DBA><U+9E97><U+3067><U+3059><U+3057><U+3001><U+30D0><U+30FC><U+30CB><U+30FC><U+30BA><U+30CB><U+30E5><U+30FC><U+30E8><U+30FC><U+30AF><U+3067><U+3082><U+53D6><U+308A><U+6271><U+3063><U+3066><U+3044><U+308B><U+30B7><U+30E3><U+30F3><U+30D7><U+30FC><U+3084><U+30C8><U+30EA><U+30FC><U+30C8><U+30E1><U+30F3><U+30C8><U+3001><U+751F><U+30DF><U+30CD><U+30E9><U+30EB><U+30DF><U+30B9><U+30C8><U+306A><U+3069><U+304C><U+3054><U+81EA><U+7531><U+306B><U+4F7F><U+3063><U+3066><U+3044><U+305F><U+3060><U+3051><U+307E><U+3059><U+3002><U+307E><U+305F><U+5BA4><U+306E><U+30B7><U+30A7><U+30A2><U+30CF><U+30A6><U+30B9><U+306A><U+306E><U+3067><U+65B0><U+3057><U+3044><U+51FA><U+4F1A><U+3044><U+3082><U+662F><U+975E><U+697D><U+3057><U+3093><U+3067><U+304F><U+3060><U+3055><U+3044>",3
"21","<U+7D10><U+7D04><U+6C11><U+5BBF>",3
"22","<U+9644><U+8FD1><U+98DF><U+5E97><U+6797><U+7ACB><U+8D85><U+7D1A><U+5E02><U+5834><U+90F5><U+5C40><U+6559><U+5802><U+7B49><U+7B49><U+3002><U+5728><U+9019><U+5152><U+5F80><U+8FD4><U+66FC><U+514B><U+9813><U+3001><U+5510><U+4EBA><U+8857><U+3001><U+4E2D><U+57CE><U+3001><U+83EF><U+723E><U+8857><U+3001><U+6642><U+4EE3><U+5EE3><U+5834><U+7B49><U+4EA4><U+901A><U+90FD><U+975E><U+5E38><U+65B9><U+4FBF><U+3002>",2
"23","•httpswwwairbnbcomlocationsnewyorkbedfordstuyvesant",2
"24","•live",2
"25","•save",2
"26","•terrific",2
"27","abcfqr",2
"28","abilities",2
"29","ability",2
"30","able",50
"31","abode",27
"32","abound",12
"33","abracadabra",3
"34","abroad",8
"35","absence",4
"36","absolute",19
"37","absolutely",38
"38","abundance",23
"39","abundant",20
"40","academics",5
"41","academy",61
"42","accents",12
"43","accept",3
"44","accepted",3
"45","accepting",10
"46","acces",3
"47","accès",2
"48","accesible",4
"49","access",2096
"50","accessable",2
"51","accessed",6
"52","accesses",7
"53","accessibility",15
"54","accessible",135
"55","accessluxury",4
"56","accessmanhattan",2
"57","accessories",4
"58","accessory",2
"59","acclaimed",4
"60","accogliente",2
"61","accommodate",157
"62","accommodated",2
"63","accommodates",85
"64","accommodating",32
"65","accommodation",30
"66","accommodations",46
"67","accomodate",9
"68","accomodates",3
"69","accomodating",3
"70","accomodation",3
"71","accomodations",2
"72","accompanied",3
"73","account",4
"74","accounts",2
"75","accurate",4
"76","ace",11
"77","acefgqr",2
"78","acess",2
"79","acf",5
"80","acfan",2
"81","acfg",4
"82","acfr",3
"83","acg",16
"84","acgf",2
"85","acheat",16
"86","acheater",2
"87","acheating",9
"88","achieve",2
"89","achilles",10
"90","acj",6
"91","acjl",2
"92","acjlz",2
"93","acjmz",2
"94","acl",4
"95","acnqrg",2
"96","acogedor",3
"97","acoustic",2
"98","acr",5
"99","acre",2
"100","acres",2
"101","across",415
"102","acs",5
"103","action",33
"104","active",16
"105","activists",3
"106","activities",57
"107","activity",5
"108","actor",8
"109","actors",5
"110","actress",3
"111","acts",2
"112","actual",11
"113","actually",17
"114","acupuncture",2
"115","adatto",2
"116","add",19
"117","added",32
"118","addendum",2
"119","adderley",4
"120","adding",8
"121","addition",30
"122","additional",148
"123","additionally",8
"124","addl",2
"125","address",8
"126","adds",2
"127","addtl",2
"128","adequate",3
"129","adequately",2
"130","adjacent",40
"131","adjoin",2
"132","adjoining",17
"133","adjoins",3
"134","adjustable",6
"135","adjusted",3
"136","admire",4
"137","adorable",67
"138","adore",7
"139","adorn",3
"140","adorned",6
"141","ads",2
"142","adult",17
"143","adults",49
"144","advance",12
"145","advantage",16
"146","adventure",41
"147","adventurer",9
"148","adventurers",1784
"149","adventurersand",2
"150","adventurersbusiness",2
"151","adventures",46
"152","adventuring",6
"153","adventurous",8
"154","advertising",3
"155","advice",5
"156","advise",2
"157","advised",3
"158","advocates",2
"159","aerobed",7
"160","aesthetic",11
"161","aesthetics",9
"162","affected",3
"163","affection",2
"164","affectionate",4
"165","affectionately",2
"166","affordable",108
"167","affordably",2
"168","affording",3
"169","affords",4
"170","afraid",2
"171","africa",2
"172","african",6
"173","afternoon",13
"174","age",14
"175","aged",5
"176","ages",5
"177","ago",18
"178","agree",8
"179","agreeable",2
"180","agreed",2
"181","agreement",2
"182","ahead",5
"183","aid",15
"184","aide",3
"185","aim",2
"186","aint",2
"187","air",465
"188","airbed",21
"189","airbeds",3
"190","airbnb",173
"191","airbnbers",6
"192","airbnbing",2
"193","airbnbs",11
"194","aircon",3
"195","airconditioned",6
"196","airconditioner",7
"197","airconditioning",20
"198","aires",3
"199","airheat",6
"200","airline",2
"201","airmattress",9
"202","airmattresses",2
"203","airplane",2
"204","airport",196
"205","airports",23
"206","airy",185
"207","aita",5
"208","aka",12
"209","alameda",8
"210","alamo",3
"211","alarm",3
"212","albums",2
"213","alcohol",2
"214","alcove",27
"215","ale",4
"216","alex",9
"217","alices",13
"218","alike",10
"219","alimentari",2
"220","alive",6
"221","allday",2
"222","alleinreisende",2
"223","allergic",10
"224","allergies",10
"225","allergy",10
"226","alley",4
"227","alleys",2
"228","allnew",2
"229","alloggio",8
"230","allot",2
"231","allow",26
"232","allowed",39
"233","allowing",9
"234","allows",33
"235","allswell",2
"236","almost",68
"237","alojamiento",6
"238","alone",37
"239","along",106
"240","alongside",3
"241","alot",3
"242","alphaville",5
"243","already",18
"244","alright",2
"245","also",1017
"246","alternative",11
"247","alternatively",3
"248","although",19
"249","altos",2
"250","alway",2
"251","always",102
"252","amazed",3
"253","amazing",951
"254","amazingly",14
"255","amazon",30
"256","ambiance",340
"257","ambience",6
"258","amenities",571
"259","amenity",19
"260","america",14
"261","american",21
"262","americans",3
"263","amid",4
"264","amidst",7
"265","ammenities",4
"266","ammentities",2
"267","among",22
"268","amongst",12
"269","amount",28
"270","amounts",3
"271","amphitheater",4
"272","ample",108
"273","ampm",4
"274","amusement",14
"275","anche",2
"276","anchor",4
"277","anchored",3
"278","ancient",2
"279","andor",22
"280","andy",2
"281","anella",9
"282","animal",8
"283","animals",4
"284","animé",3
"285","anna",2
"286","anne",2
"287","annex",2
"288","annoyance",2
"289","annoying",3
"290","another",89
"291","anselm",11
"292","answer",16
"293","answered",9
"294","anthony",2
"295","antique",47
"296","antiques",40
"297","anybody",5
"298","anymore",6
"299","anyone",88
"300","anything",74
"301","anytime",20
"302","anywhere",106
"303","apart",12
"304","apartament",3
"305","apartamento",3
"306","apartement",4
"307","apartment",8431
"308","apartmentloft",2
"309","apartmentmates",2
"310","apartments",79
"311","aplenty",3
"312","apothecary",3
"313","app",6
"314","appartement",14
"315","appartment",21
"316","appeal",4
"317","appears",2
"318","apple",173
"319","applebee’s",3
"320","applebees",8
"321","appletv",12
"322","applewood",2
"323","appliance",11
"324","appliances",380
"325","applied",2
"326","applies",2
"327","apply",6
"328","appointed",62
"329","appreciate",13
"330","appreciated",4
"331","appreciates",2
"332","apprécierez",9
"333","approach",2
"334","approached",2
"335","approval",3
"336","approx",32
"337","approximate",2
"338","approximately",40
"339","april",34
"340","aprox",2
"341","apt",1388
"342","aptlarge",2
"343","aptment",2
"344","aptmt",3
"345","aptprivate",3
"346","apts",8
"347","aquarium",17
"348","aqueduct",2
"349","arbor",14
"350","arch",2
"351","arched",3
"352","arches",2
"353","archies",22
"354","architect",7
"355","architects",6
"356","architectural",15
"357","architecturally",5
"358","architecture",33
"359","area",1486
"360","areabedford",2
"361","areakitchen",5
"362","areas",229
"363","arena",15
"364","arent",14
"365","arepa",6
"366","arepera",2
"367","argentino",3
"368","arguably",11
"369","aria",2
"370","armandos",2
"371","armchair",5
"372","armoire",4
"373","armory",2
"374","arms",2
"375","army",78
"376","aromatherapy",3
"377","around",757
"378","arrange",3
"379","arranged",5
"380","arrangement",5
"381","arrangements",5
"382","array",21
"383","arrival",25
"384","arrive",19
"385","art",566
"386","artdesign",3
"387","artfashionnightlife",5
"388","artfilled",10
"389","artful",2
"390","artfully",7
"391","artichoke",4
"392","artisan",7
"393","artisanal",8
"394","artist",229
"395","artist’s",2
"396","artistfilled",3
"397","artistfriendly",2
"398","artistic",110
"399","artistically",4
"400","artists",256
"401","artistsworking",2
"402","artmusic",2
"403","arts",46
"404","artstudio",2
"405","artsy",136
"406","artwork",28
"407","artworks",5
"408","artworld",2
"409","arty",12
"410","asap",7
"411","asia",2
"412","asian",9
"413","aside",2
"414","ask",108
"415","aska",2
"416","asked",5
"417","ass",5
"418","assist",12
"419","assistance",2
"420","associated",5
"421","assortment",4
"422","assured",2
"423","astonishing",3
"424","atlantic",171
"425","atlanticbarclays",5
"426","atlanticpacific",4
"427","atm",6
"428","atmosphere",84
"429","atop",5
"430","atrain",7
"431","atrium",2
"432","attached",43
"433","attend",2
"434","attending",2
"435","attention",15
"436","attentive",2
"437","attic",10
"438","attraction",4
"439","attractions",147
"440","attractive",6
"441","attracts",5
"442","auch",2
"443","audience",4
"444","audio",3
"445","aug",13
"446","august",52
"447","auster",2
"448","austin",2
"449","australia",3
"450","authentic",146
"451","authentically",3
"452","authenticity",2
"453","automatic",3
"454","automatically",2
"455","aux",2
"456","avail",28
"457","availability",22
"458","available",1167
"459","avant",2
"460","avantgarde",2
"461","ave",940
"462","avebarclay",2
"463","avebroadway",4
"464","avec",15
"465","aventureros",5
"466","avenue",457
"467","avenues",20
"468","average",9
"469","aves",16
"470","aveth",2
"471","avi",2
"472","avialable",2
"473","avoid",2
"474","avpitkin",3
"475","avril",2
"476","avs",2
"477","avventurieri",2
"478","await",11
"479","awaits",24
"480","award",11
"481","awarded",2
"482","awardwinning",4
"483","aware",4
"484","away",3244
"485","aways",7
"486","awaythe",2
"487","awe",2
"488","awesome",295
"489","awesomeness",2
"490","babies",2
"491","baby",36
"492","babys",19
"493","babytoddler",2
"494","back",434
"495","backdrop",4
"496","backgrounds",9
"497","backpackers",4
"498","backward",3
"499","backyard",864
"500","backyardfacing",2
"501","backyards",8
"502","bad",11
"503","bag",5
"504","bagel",34
"505","bagels",22
"506","bagelsmith",3
"507","bags",18
"508","baguettes",2
"509","bain",2
"510","baked",11
"511","bakeri",11
"512","bakeries",45
"513","bakery",44
"514","baking",2
"515","balance",9
"516","balanced",2
"517","balconies",47
"518","balcony",448
"519","balconyrooftop",2
"520","balinese",4
"521","ball",7
"522","bam",216
"523","bamboo",3
"524","band",6
"525","bands",3
"526","bandshell",5
"527","bank",44
"528","banking",2
"529","banks",49
"530","bar",317
"531","barbecue",22
"532","barbecues",5
"533","barbeque",2
"534","barber",3
"535","barboncino",15
"536","barcade",37
"537","barclay",152
"538","barclays",482
"539","barcleys",2
"540","bare",2
"541","barebones",2
"542","barely",4
"543","bargain",4
"544","barge",5
"545","bargrill",5
"546","baricou",6
"547","barista",4
"548","barkley",5
"549","barks",2
"550","barmusic",2
"551","barn",31
"552","barneys",4
"553","barrestaurant",5
"554","barricade",2
"555","barricou",29
"556","barrio",4
"557","bars",3164
"558","barsand",2
"559","barscafes",5
"560","barscafesrestaurants",3
"561","barsclubs",3
"562","barsfood",3
"563","barsnightlife",2
"564","barspubs",2
"565","barsrestaurants",31
"566","barsrestaurantsshops",2
"567","bartender",2
"568","base",125
"569","baseball",3
"570","based",14
"571","basement",258
"572","basementlevel",2
"573","bases",2
"574","basic",55
"575","basically",17
"576","basics",12
"577","basil",4
"578","basin",4
"579","basis",5
"580","bask",4
"581","basket",5
"582","basketball",15
"583","bath",686
"584","bathe",2
"585","bathed",5
"586","bathing",2
"587","bathroom",2204
"588","bathroomkitchen",6
"589","bathroomkitchenliving",4
"590","bathrooms",402
"591","bathroomshower",5
"592","baths",71
"593","bathshower",2
"594","bathtub",81
"595","bathtubs",2
"596","bathtubshower",6
"597","bathyou’ll",2
"598","battersby",2
"599","battery",3
"600","bay",133
"601","bayridge",3
"602","bba",3
"603","bbq",122
"604","bbqs",10
"605","bdba",15
"606","bdm",2
"607","bdnqr",3
"608","bdr",30
"609","bdrm",117
"610","bdrms",8
"611","bdrs",2
"612","bds",4
"613","beach",175
"614","beachbrooklyn",2
"615","beachbrooklynnyhouse",2
"616","beaches",23
"617","beacons",12
"618","beam",3
"619","beamed",3
"620","beams",26
"621","bean",5
"622","beanbag",4
"623","bear",8
"624","bearded",8
"625","beast",17
"626","beat",33
"627","beaten",6
"628","beating",2
"629","beats",2
"630","beaut",2
"631","beautiful",2574
"632","beautifulfun",2
"633","beautifully",195
"634","beauty",30
"635","beautyful",2
"636","became",3
"637","beco",2
"638","become",13
"639","becoming",11
"640","bed",3674
"641","bedbath",16
"642","bedbedding",2
"643","bedding",52
"644","bedford",968
"645","bedfordnostrand",33
"646","bedfords",3
"647","bedfordstuyvesant",69
"648","bedfordstuyvesantclinton",2
"649","bedhaus",6
"650","bedr",2
"651","bedrm",10
"652","bedrom",2
"653","bedroom",5774
"654","bedroombath",4
"655","bedroombathroom",8
"656","bedroomconveniently",2
"657","bedroomliving",4
"658","bedroomone",3
"659","bedrooms",728
"660","bedrooms’",2
"661","bedroomsleepys",2
"662","bedroomtwo",2
"663","beds",413
"664","bedsheets",2
"665","bedside",4
"666","bedsif",2
"667","bedsofa",2
"668","bedstuy",458
"669","bedstuybushwick",8
"670","bedstuyclinton",10
"671","bedstuys",3
"672","bedsty",4
"673","bedvyne",31
"674","beehive",3
"675","beer",37
"676","beers",2
"677","begin",5
"678","beginning",10
"679","behaved",8
"680","behind",17
"681","beings",2
"682","believe",15
"683","bell",3
"684","bells",5
"685","belly",7
"686","belong",2
"687","belonging",2
"688","belongings",27
"689","belongs",2
"690","beloved",12
"691","belt",4
"692","ben",2
"693","bench",3
"694","benches",2
"695","beneath",4
"696","benefits",3
"697","bensonhurst",6
"698","bensonhurstgravesendmidwood",2
"699","bergen",23
"700","bergn",18
"701","berry",12
"702","beside",11
"703","besides",9
"704","beso",4
"705","besos",4
"706","best",1099
"707","better",59
"708","bevelled",2
"709","beverages",6
"710","beverly",3
"711","beyond",22
"712","bicycle",12
"713","bicycles",6
"714","bidet",7
"715","bien",2
"716","bienvenue",2
"717","biergarten",12
"718","big",990
"719","bigger",17
"720","biggest",26
"721","bigscreen",4
"722","bike",175
"723","bikes",35
"724","bikeshare",2
"725","biking",15
"726","bilevel",5
"727","bill",5
"728","billiard",14
"729","billiards",4
"730","bills",3
"731","billy",4
"732","billyburg",2
"733","bird",6
"734","birdies",2
"735","birds",21
"736","birdys",7
"737","bistro",22
"738","bistros",5
"739","bit",38
"740","bites",3
"741","biweekly",2
"742","bizarre",19
"743","bkln",9
"744","bklyn",57
"745","bklyns",3
"746","bkmanhattan",2
"747","bks",11
"748","black",67
"749","blackbirds",2
"750","blackout",10
"751","blanca",2
"752","blanket",6
"753","blankets",12
"754","blazing",4
"755","blcks",2
"756","bldg",28
"757","bldgit",2
"758","blend",10
"759","blended",3
"760","blender",7
"761","blessed",5
"762","blessings",2
"763","blind",7
"764","blinds",6
"765","blink",7
"766","blissful",2
"767","blk",8
"768","blks",11
"769","block",2208
"770","blocked",4
"771","blocks",2517
"772","blocs",2
"773","blogs",2
"774","bloom",3
"775","blooming",2
"776","blossoming",4
"777","blow",22
"778","blowing",2
"779","blowup",10
"780","blu",2
"781","blue",62
"782","blueberries",2
"783","bluebird",11
"784","bluestone",3
"785","bluetooth",11
"786","bmst",2
"787","bnb",12
"788","bnbers",2
"789","bnqr",2
"790","board",23
"791","boarder",7
"792","boarding",2
"793","boardwalk",22
"794","boast",6
"795","boasting",10
"796","boasts",58
"797","boat",6
"798","boathouse",8
"799","boats",5
"800","bocce",2
"801","bococa",4
"802","bodega",32
"803","bodegas",38
"804","bodegasa",2
"805","body",9
"806","boerum",86
"807","boeuf",2
"808","bohemian",51
"809","bohemians",3
"810","boho",4
"811","bohochic",2
"812","bolig",6
"813","bombay",4
"814","bon",3
"815","bond",2
"816","bones",3
"817","bonjour",3
"818","bons",2
"819","bonus",28
"820","bonuses",2
"821","boobie",6
"822","book",140
"823","bookcase",6
"824","booked",11
"825","booking",112
"826","bookings",21
"827","books",107
"828","bookshelf",13
"829","bookshelves",7
"830","bookstore",10
"831","bookstores",15
"832","boom",2
"833","booming",11
"834","boot",13
"835","booth",3
"836","bootleg",2
"837","border",146
"838","bordered",2
"839","bordering",16
"840","borders",7
"841","bored",2
"842","boreum",4
"843","boring",3
"844","born",2
"845","boros",2
"846","borough",51
"847","boroughs",36
"848","borrow",8
"849","bosch",5
"850","bose",5
"851","boss",2
"852","bossa",35
"853","botanic",202
"854","botanical",336
"855","bother",10
"856","bottle",28
"857","bottom",23
"858","bought",3
"859","boulders",2
"860","boulevard",5
"861","bound",9
"862","bourbon",17
"863","boutique",62
"864","boutiques",174
"865","bowl",32
"866","bowling",7
"867","box",41
"868","boxed",4
"869","boxes",6
"870","boy",6
"871","boyfriend",17
"872","boys",2
"873","bphone",6
"874","bqc",2
"875","bqe",14
"876","bqfg",3
"877","bqr",6
"878","bqs",9
"879","brad",2
"880","brags",2
"881","brainer",2
"882","brains",2
"883","branch",16
"884","branches",2
"885","brand",536
"886","brandnew",32
"887","brands",2
"888","brass",4
"889","brave",2
"890","brazilian",2
"891","brba",23
"892","brbath",10
"893","brbth",4
"894","bread",14
"895","break",21
"896","breakfast",170
"897","breakfastexperience",2
"898","breaking",2
"899","breath",8
"900","breathtaking",35
"901","breed",2
"902","breeze",24
"903","breezes",2
"904","breezy",14
"905","breukelen",8
"906","breville",2
"907","brew",29
"908","brewed",9
"909","breweries",5
"910","brewery",29
"911","brewing",2
"912","brick",483
"913","bricks",10
"914","bridge",506
"915","bridges",32
"916","briefly",3
"917","bright",849
"918","brighten",2
"919","brightens",2
"920","brightly",12
"921","brightness",2
"922","brighton",29
"923","brilliant",7
"924","brilliantly",2
"925","brimming",5
"926","bring",39
"927","bringing",6
"928","brings",22
"929","brkln",3
"930","brklyn",5
"931","brm",7
"932","broadway",80
"933","broadwaylafayette",2
"934","brookdale",2
"935","brooklinen",3
"936","brookly",2
"937","brooklyn",6637
"938","brooklyn’s",20
"939","brooklynbreakfast",14
"940","brooklynite",10
"941","brooklynites",10
"942","brooklynmanhattan",4
"943","brooklynny",4
"944","brooklynnyc",3
"945","brooklynpark",2
"946","brooklynqueens",4
"947","brooklyns",348
"948","brooklynstyle",4
"949","brooklynthe",2
"950","brookvin",2
"951","brookyln",3
"952","brookyn",2
"953","broom",2
"954","bros",2
"955","brother",4
"956","brothers",7
"957","brower",7
"958","brown",19
"959","brownstone",1000
"960","brownstonelined",5
"961","brownstones",54
"962","brownstown",2
"963","browse",5
"964","brs",7
"965","brunch",41
"966","brunches",4
"967","brunswick",4
"968","brunt",2
"969","bryan",2
"970","bryant",2
"971","bsmt",2
"972","bth",7
"973","bthrm",2
"974","btu",2
"975","btw",6
"976","btween",2
"977","btwn",5
"978","bubble",3
"979","bubbling",2
"980","bucks",2
"981","bucolic",3
"982","buddies",2
"983","budding",3
"984","buddy",3
"985","budget",86
"986","bueno",6
"987","buenos",3
"988","bug",2
"989","build",7
"990","buildin",2
"991","building",1778
"992","building’s",3
"993","buildingbrownstone",7
"994","buildingneighborhood",3
"995","buildings",47
"996","buildingthe",2
"997","built",145
"998","builtin",18
"999","builtout",3
"1000","bull",2
"1001","bulldog",3
"1002","bump",2
"1003","bun",2
"1004","bunch",28
"1005","bungalow",2
"1006","bunk",73
"1007","bunkbed",2
"1008","bunkbeds",3
"1009","bunker",2
"1010","bunny",3
"1011","bureau",4
"1012","burg",5
"1013","burgeoning",8
"1014","burger",16
"1015","burgers",4
"1016","burly",10
"1017","burner",2
"1018","burning",4
"1019","burnside",2
"1020","burrough",2
"1021","burrow",2
"1022","bursts",4
"1023","bus",375
"1024","buscemi",2
"1025","buschwick",2
"1026","buses",168
"1027","bush",3
"1028","bushwhick",3
"1029","bushwich",3
"1030","bushwick",1160
"1031","bushwickaberdeen",2
"1032","bushwickbedstuy",14
"1033","bushwickbrooklyn",8
"1034","bushwickeast",10
"1035","bushwicks",32
"1036","bushwickthe",6
"1037","bushwickwilliamsburg",3
"1038","busiest",4
"1039","business",1623
"1040","businesses",11
"1041","busses",22
"1042","bussle",2
"1043","bussubway",2
"1044","bustle",59
"1045","bustling",121
"1046","buswick",3
"1047","busy",100
"1048","butcher",3
"1049","butchers",2
"1050","butter",3
"1051","buttermilk",14
"1052","button",4
"1053","buy",6
"1054","buying",2
"1055","buzz",7
"1056","buzzer",4
"1057","buzzing",15
"1058","buzzy",3
"1059","bwick",2
"1060","cab",44
"1061","cabana",3
"1062","cabanas",3
"1063","cabaret",2
"1064","cabin",9
"1065","cabinet",10
"1066","cabinetry",2
"1067","cabinets",10
"1068","cable",336
"1069","cabletv",3
"1070","cablewifi",5
"1071","cabs",7
"1072","cafe",304
"1073","café",9
"1074","cafenightlife",2
"1075","cafes",1008
"1076","cafés",56
"1077","cafesbars",4
"1078","cafesbarsrestaurants",5
"1079","cafesrestaurants",4
"1080","cafeteria",4
"1081","caffe",2
"1082","cake",2
"1083","calendar",29
"1084","calendars",2
"1085","calexico",5
"1086","cali",2
"1087","california",14
"1088","call",61
"1089","called",32
"1090","calling",3
"1091","calls",2
"1092","calm",95
"1093","calme",5
"1094","calming",14
"1095","camera",5
"1096","cameras",9
"1097","caminito",3
"1098","camp",2
"1099","campaign",2
"1100","campbells",2
"1101","campus",3
"1102","can",1220
"1103","canal",12
"1104","canarsie",20
"1105","cancel",6
"1106","canceled",8
"1107","cancellations",2
"1108","cancelled",4
"1109","candlelit",2
"1110","candles",4
"1111","candy",3
"1112","canopy",4
"1113","cant",44
"1114","canvas",2
"1115","capabilities",3
"1116","capable",3
"1117","capacity",6
"1118","cape",2
"1119","capsule",2
"1120","captain",3
"1121","captains",3
"1122","car",72
"1123","caracas",6
"1124","card",8
"1125","cards",2
"1126","care",33
"1127","cared",4
"1128","carefully",14
"1129","cares",2
"1130","cargo",7
"1131","caribbean",61
"1132","caring",3
"1133","carlos",2
"1134","carlton",2
"1135","carmines",3
"1136","carnegie",2
"1137","caroll",4
"1138","carousel",3
